Date,close_x,volume,net_order_flow,close_y,RSI,Inflation Rate,CPI,value,classification
2020-02-23,401.57,119949.80434,-128.54542000000947,402.1,39.2015588181983,1.3204191315779434,259.25,44.0,Fear
2020-02-24,378.22,192156.78539,-4970.207649999997,378.62,34.8446024136221,1.3204191315779434,259.25,29.0,Fear
2020-02-25,353.07,181646.01154,-6884.375599999999,353.19,28.923053032067713,1.3204191315779434,259.25,22.0,Extreme Fear
2020-02-26,316.67,426041.48888,-29470.610740000033,316.67,22.180091427761454,1.3204191315779434,259.25,21.0,Extreme Fear
2020-02-27,324.62,240590.21235,1259.64433000001,324.47,23.326699486749774,1.3204191315779434,259.25,13.0,Extreme Fear
2020-02-28,314.97,224510.28774,-1519.0515000000014,315.34,18.038484967929193,1.3204191315779434,259.25,10.0,Extreme Fear
2020-02-29,306.11,139466.90438,-10196.096559999998,306.14,21.549657534246577,1.3204191315779434,259.25,10.0,Extreme Fear
2020-03-01,311.9,150571.38912,-537.9728000000177,312.13,26.427398545625152,1.3204191315779434,258.076,10.0,Extreme Fear
2020-03-02,339.33,227311.54962,3880.3436400000064,339.1,34.587469758905485,1.3204191315779434,258.076,14.0,Extreme Fear
2020-03-03,329.61,175358.92439,-5961.799709999992,329.57,31.356771478088646,1.3204191315779434,258.076,10.0,Extreme Fear
2020-03-04,319.46,104895.17055,-3506.5705299999972,319.63,35.973300511266814,1.3204191315779434,258.076,15.0,Extreme Fear
2020-03-05,337.1,152373.42593,6220.0356299999985,337.2,42.26790151344026,1.3204191315779434,258.076,9.0,Extreme Fear
2020-03-06,350.73,157186.64747,3069.5472099999897,350.66,44.074398249452955,1.3204191315779434,258.076,7.0,Extreme Fear
2020-03-07,330.92,116341.38746,-5143.7834199999925,330.93,41.33048795502114,1.3204191315779434,258.076,7.0,Extreme Fear
2020-03-08,272.77,270727.90033,-18720.314549999996,272.81,26.309231502180538,1.3204191315779434,258.076,7.0,Extreme Fear
2020-03-09,273.0,382248.99619,-15041.24980999995,273.2,28.897429738169606,1.3204191315779434,258.076,3.0,Extreme Fear
2020-03-10,271.79,160017.40439,1234.1005699999805,271.75,31.966341895482742,1.3204191315779434,258.076,6.0,Extreme Fear
2020-03-11,266.98,149899.32355,-3070.9136299999955,266.97,37.194682057095754,1.3204191315779434,258.076,4.0,Extreme Fear
2020-03-12,144.13,708864.98116,-34601.63573999994,144.11,20.826863354037272,1.3204191315779434,258.076,2.0,Extreme Fear
2020-03-13,177.46,1012301.98599,878.81706999999,178.31,29.498189652592842,1.3204191315779434,258.076,5.0,Extreme Fear
2020-03-14,167.2,272980.24732,1269.2604399999836,167.29,29.338412547245625,1.3204191315779434,258.076,5.0,Extreme Fear
2020-03-15,178.2,263894.36499,-3680.127169999949,178.17,30.35200938691699,1.3204191315779434,258.076,5.0,Extreme Fear
2020-03-16,172.41,472884.60249,-6235.291530000046,172.52,23.937668189498723,1.3204191315779434,258.076,3.0,Extreme Fear
2020-03-17,182.41,306472.09152,168.5124599999981,182.7,27.068044842769254,1.3204191315779434,258.076,4.0,Extreme Fear
2020-03-18,184.84,244333.93913,268.0308699999878,184.7,28.396682570687503,1.3204191315779434,258.076,5.0,Extreme Fear
2020-03-19,220.83,461455.1333,9086.087620000006,220.92,32.43186076025866,1.3204191315779434,258.076,7.0,Extreme Fear
2020-03-20,215.1,534721.29657,-15547.781369999982,215.01,29.026871579207764,1.3204191315779434,258.076,8.0,Extreme Fear
2020-03-21,220.04,308157.88052,-6930.073459999985,219.93,32.01438848920863,1.3204191315779434,258.076,8.0,Extreme Fear
2020-03-22,202.73,308827.69076,-10034.330940000014,202.73,36.90876485093028,1.3204191315779434,258.076,8.0,Extreme Fear
2020-03-23,221.26,331523.29314,-7045.400240000046,221.31,40.923561308378524,1.3204191315779434,258.076,5.0,Extreme Fear
2020-03-24,227.24,226641.5096,-1106.8874799999758,227.32,42.35047002513687,1.3204191315779434,258.076,13.0,Extreme Fear
2020-03-25,220.68,196578.91406,-1788.1975000000093,220.67,42.079512795949086,1.3204191315779434,258.076,17.0,Extreme Fear
2020-03-26,227.76,162334.97321,-1363.7391699999862,227.74,73.69256048501332,1.3204191315779434,258.076,22.0,Extreme Fear
2020-03-27,213.21,194988.91289,-7895.355169999995,213.3,61.16250877304919,1.3204191315779434,258.076,23.0,Extreme Fear
2020-03-28,213.89,225434.50561,-565.0453099999868,213.83,65.91219912472647,1.3204191315779434,258.076,23.0,Extreme Fear
2020-03-29,205.54,153829.50916,-13521.885159999976,205.49,59.50591510090467,1.3204191315779434,258.076,23.0,Extreme Fear
2020-03-30,219.97,201359.31912,2179.4288599999854,220.06,65.57462979950202,1.3204191315779434,258.076,25.0,Fear
2020-03-31,218.36,152582.6074,1977.1239999999816,218.4,62.387231089521165,1.3204191315779434,258.076,25.0,Fear
2020-04-01,223.74,198134.24068,-5138.473939999996,223.68,63.224318089292986,1.3204191315779434,256.032,22.0,Extreme Fear
2020-04-02,231.72,277839.53952,-193.71424000000115,231.77,54.549266247379464,1.3204191315779434,256.032,21.0,Extreme Fear
2020-04-03,236.09,191323.60359,-9500.251670000027,236.03,58.93707482993197,1.3204191315779434,256.032,22.0,Extreme Fear
2020-04-04,238.02,130943.67133,-2057.0001699999993,237.98,57.873157114193475,1.3204191315779434,256.032,22.0,Extreme Fear
2020-04-05,230.99,110988.28015,-7608.491550000006,231.03,63.55623682697835,1.3204191315779434,256.032,22.0,Extreme Fear
2020-04-06,258.09,282642.74262,10441.952100000053,258.1,66.29751041020644,1.3204191315779434,256.032,27.0,Fear
2020-04-07,252.52,241539.45207,-7343.439169999998,252.49,61.18965057348627,1.3204191315779434,256.032,25.0,Fear
2020-04-08,267.31,486782.30826,-9916.354980000004,267.23,69.30988719309889,1.3204191315779434,256.032,31.0,Fear
2020-04-09,255.91,199027.37846,-427.86793999999645,256.37,61.51186168073984,1.3204191315779434,256.032,43.0,Fear
2020-04-10,232.7,328217.27947,-1649.4759700000286,232.73,57.274429052789195,1.3204191315779434,256.032,43.0,Fear
2020-04-11,232.94,178953.21376,-1889.3998000000138,233.01,57.194298574643646,1.3204191315779434,256.032,43.0,Fear
2020-04-12,233.09,172737.77899,-3195.5419499999844,233.16,61.05826872352329,1.3204191315779434,256.032,43.0,Fear
2020-04-13,223.49,305494.57383,-1288.9839500000235,223.49,51.42666999417686,1.3204191315779434,256.032,37.0,Fear
2020-04-14,223.2,203075.54043,-9774.423409999989,223.06,51.95831232139855,1.3204191315779434,256.032,45.0,Fear
2020-04-15,215.04,122359.78773,-2757.2624099999957,215.07,46.4623222943545,1.3204191315779434,256.032,41.0,Fear
2020-04-16,234.95,298870.03799,7399.801949999994,234.93,51.18387531844748,1.3204191315779434,256.032,42.0,Fear
2020-04-17,231.88,119139.34792,-1706.2128999999986,231.88,48.43100189035916,1.3204191315779434,256.032,44.0,Fear
2020-04-18,243.64,148102.99343,9982.483030000003,243.59,51.975213013168094,1.3204191315779434,256.032,44.0,Fear
2020-04-19,231.27,124667.95811,-9146.421269999999,231.29,50.088219326818674,1.3204191315779434,256.032,44.0,Fear
2020-04-20,219.02,197183.19121,-4080.5572499999835,219.19,35.30478132789486,1.3204191315779434,256.032,41.0,Fear
2020-04-21,219.42,126076.62108,-1822.5968199999916,219.47,37.00613883204786,1.3204191315779434,256.032,40.0,Fear
2020-04-22,232.94,122547.73928,2684.807620000007,232.98,36.390367956767065,1.3204191315779434,256.032,40.0,Fear
2020-04-23,237.4,189880.75558,4908.69902,237.38,42.045740135712485,1.3204191315779434,256.032,40.0,Fear
2020-04-24,237.9,122513.60091,-8730.780509999997,237.84,52.656201268323116,1.3204191315779434,256.032,39.0,Fear
2020-04-25,238.07,94591.40958,1692.0207599999994,238.11,52.65127885215222,1.3204191315779434,256.032,39.0,Fear
2020-04-26,246.36,138116.3669,617.4459199999983,246.32,56.31235610130468,1.3204191315779434,256.032,39.0,Fear
2020-04-27,242.75,187200.56808,5400.029459999991,242.79,59.83690112130477,1.3204191315779434,256.032,42.0,Fear
2020-04-28,241.14,112366.41789,-6718.013749999998,241.42,59.26898222940225,1.3204191315779434,256.032,41.0,Fear
2020-04-29,257.77,267847.69583,19009.048170000024,257.76,69.87615234193127,1.3204191315779434,256.032,47.0,Fear
2020-04-30,250.05,331828.19055,-8511.644410000008,249.99,57.90136411332633,1.3204191315779434,256.032,47.0,Fear
2020-05-01,254.79,153693.78915,-12581.977870000002,254.74,61.78350515463919,1.3204191315779434,255.802,42.0,Fear
2020-05-02,260.84,103409.54202,9685.65714000001,260.86,59.44645006016848,1.3204191315779434,255.802,42.0,Fear
2020-05-03,251.65,166679.52234,-9695.030979999981,251.64,61.51930261519303,1.3204191315779434,255.802,42.0,Fear
2020-05-04,245.75,151932.20063,-7210.884409999999,245.77,66.1875761266748,1.3204191315779434,255.802,44.0,Fear
2020-05-05,246.9,94957.68054,759.0961799999932,247.02,66.5824003852173,1.3204191315779434,255.802,44.0,Fear
2020-05-06,241.32,119023.73336,1076.0867600000056,241.43,55.622089155023296,1.3204191315779434,255.802,40.0,Fear
2020-05-07,251.9,165995.0332,3418.7370999999985,251.93,58.95384615384616,1.3204191315779434,255.802,40.0,Fear
2020-05-08,260.3,199500.21611,-9567.792929999996,260.32,62.60372280780444,1.3204191315779434,255.802,45.0,Fear
2020-05-09,265.24,265358.79287,-5075.819430000018,265.34,64.49483658043222,1.3204191315779434,255.802,45.0,Fear
2020-05-10,232.56,364945.21343,-656.9767100000172,232.76,44.268808114961956,1.3204191315779434,255.802,45.0,Fear
2020-05-11,235.16,264827.64401,-9305.467749999996,235.33,46.821203340719286,1.3204191315779434,255.802,44.0,Fear
2020-05-12,233.23,146776.566,-2778.9808799999882,233.29,46.55537666299466,1.3204191315779434,255.802,39.0,Fear
2020-05-13,239.41,104151.89988,2143.7973800000036,239.34,41.45005569996287,1.3204191315779434,255.802,39.0,Fear
2020-05-14,242.61,173327.58715,1191.0233500000031,242.59,46.41472868217054,1.3204191315779434,255.802,38.0,Fear
2020-05-15,235.21,115625.77262,-1038.595840000009,235.1,40.73060222767604,1.3204191315779434,255.802,39.0,Fear
2020-05-16,236.45,106699.94829,-68.14151000000129,236.5,37.966804979253105,1.3204191315779434,255.802,39.0,Fear
2020-05-17,240.73,105516.29912,5171.813179999997,240.76,44.348639102430916,1.3204191315779434,255.802,39.0,Fear
2020-05-18,248.5,159970.51046,-7740.314519999985,248.49,51.386057888300044,1.3204191315779434,255.802,47.0,Fear
2020-05-19,246.74,110402.72204,-1864.471439999994,246.79,49.88333164248756,1.3204191315779434,255.802,48.0,Fear
2020-05-20,239.85,127884.72984,-5973.690820000003,239.69,49.13069544364508,1.3204191315779434,255.802,52.0,Greed
2020-05-21,228.22,149841.8009,-9453.95008000001,228.18,38.253041843901485,1.3204191315779434,255.802,52.0,Greed
2020-05-22,234.67,111783.65323,1976.2381900000037,234.66,37.06392417826175,1.3204191315779434,255.802,50.0,Neutral
2020-05-23,234.11,89247.90245,-2514.7481100000005,234.08,33.50221659278027,1.3204191315779434,255.802,50.0,Neutral
2020-05-24,223.0,91313.85972,-3861.188739999998,222.87,43.26018808777431,1.3204191315779434,255.802,50.0,Neutral
2020-05-25,230.55,80902.6915,-1752.4005000000034,230.54,46.94787817000126,1.3204191315779434,255.802,50.0,Neutral
2020-05-26,228.01,68127.54164,-993.6583799999935,228.05,46.680182463253935,1.3204191315779434,255.802,50.0,Neutral
2020-05-27,232.85,74807.73248,1569.1096199999884,232.81,45.79415174545923,1.3204191315779434,255.802,53.0,Greed
2020-05-28,239.86,112645.49877,5365.42766999999,239.83,48.30466830466831,1.3204191315779434,255.802,50.0,Neutral
2020-05-29,238.43,84354.78895,-1782.7336499999947,238.35,52.15545828359198,1.3204191315779434,255.802,52.0,Greed
2020-05-30,252.38,129920.53092,12031.053719999982,252.44,59.048592188919166,1.3204191315779434,255.802,52.0,Greed
2020-05-31,238.69,134759.41776,-15505.81122000001,238.88,49.03470938591087,1.3204191315779434,255.802,52.0,Greed
2020-06-01,253.19,137868.09636,11501.153420000017,253.04,52.191503708698576,1.3204191315779434,257.042,58.0,Greed
2020-06-02,250.85,264191.59595,-7763.35778999998,250.96,52.001151742009796,1.3204191315779434,257.042,58.0,Greed
2020-06-03,253.23,95425.52108,1506.2679199999984,253.03,56.726502622025016,1.3204191315779434,257.042,60.0,Greed
2020-06-04,256.18,151733.53413,-2078.606829999975,256.24,65.44133832269426,1.3204191315779434,257.042,62.0,Greed
2020-06-05,256.05,116026.08527,-5008.77781,256.15,62.72049248253817,1.3204191315779434,257.042,66.0,Greed
2020-06-06,253.23,90657.05023,-3445.823709999997,253.29,61.072046109510076,1.3204191315779434,257.042,66.0,Greed
2020-06-07,253.56,95042.9939,-4450.969920000003,253.55,70.23746701846966,1.3204191315779434,257.042,66.0,Greed
2020-06-08,255.24,63486.19609,207.09499000000505,255.24,67.68834144944142,1.3204191315779434,257.042,67.0,Greed
2020-06-09,254.05,59892.0129,-3810.7732000000033,253.98,68.90217232832771,1.3204191315779434,257.042,67.0,Greed
2020-06-10,256.94,83425.14722,168.05310000000463,256.99,68.0879712746858,1.3204191315779434,257.042,67.0,Greed
2020-06-11,234.74,128129.81168,-15573.817480000005,234.93,47.00781631656082,1.3204191315779434,257.042,56.0,Greed
2020-06-12,240.85,62740.15513,1636.0584299999973,240.85,51.4481000926784,1.3204191315779434,257.042,54.0,Greed
2020-06-13,240.69,38019.76311,-347.24601000000257,240.69,41.88423815444123,1.3204191315779434,257.042,54.0,Greed
2020-06-14,237.48,40676.31486,-1960.2715400000016,237.5,48.88745565946469,1.3204191315779434,257.042,54.0,Greed
2020-06-15,235.64,99741.29236,-4073.4692600000126,235.6,32.47588424437302,1.3204191315779434,257.042,53.0,Greed
2020-06-16,237.46,57655.10926,-1665.3494599999976,237.45,36.36180092873006,1.3204191315779434,257.042,52.0,Greed
2020-06-17,240.39,80189.7269,-5385.463080000001,240.38,37.44790633062117,1.3204191315779434,257.042,52.0,Greed
2020-06-18,236.04,52913.4817,-4095.0764599999966,236.12,30.44323483670297,1.3204191315779434,257.042,51.0,Greed
2020-06-19,233.39,64051.95688,-3217.2111599999953,233.5,29.016120066703763,1.3204191315779434,257.042,52.0,Greed
2020-06-20,232.8,67102.65437,658.6686899999913,232.78,30.214161682423338,1.3204191315779434,257.042,52.0,Greed
2020-06-21,230.31,49052.6883,-885.959640000001,230.31,28.497409326424872,1.3204191315779434,257.042,52.0,Greed
2020-06-22,241.03,101177.89114,2372.3254599999927,240.97,38.67640057133788,1.3204191315779434,257.042,52.0,Greed
2020-06-23,240.69,80116.62369,822.6299500000023,240.59,39.22420730725898,1.3204191315779434,257.042,52.0,Greed
2020-06-24,232.8,118724.24935,-11330.763909999994,232.9,31.9712617871576,1.3204191315779434,257.042,48.0,Fear
2020-06-25,232.45,72028.67203,-3181.3670300000085,232.47,47.27755644090305,1.3204191315779434,257.042,49.0,Fear
2020-06-26,230.65,75857.14051,-2301.802769999995,230.67,37.603507062834865,1.3204191315779434,257.042,45.0,Fear
2020-06-27,216.37,108856.82037,-6969.3469900000055,216.42,27.99637352674523,1.3204191315779434,257.042,45.0,Fear
2020-06-28,222.67,56776.29096,4790.554380000001,222.6,37.18610251117991,1.3204191315779434,257.042,45.0,Fear
2020-06-29,225.28,82675.06258,1717.2420200000051,225.14,41.10241578768288,1.3204191315779434,257.042,48.0,Fear
2020-06-30,222.12,51309.43015,-1681.9485300000015,222.1,37.20193430048358,1.3204191315779434,257.042,47.0,Fear
2020-07-01,223.78,80148.4913,4075.3376200000057,223.73,35.81046531447075,1.3204191315779434,258.352,48.0,Fear
2020-07-02,219.65,88532.96078,-4056.398079999999,219.61,35.89612164701862,1.3204191315779434,258.352,50.0,Neutral
2020-07-03,220.73,55468.82889,-1085.6358899999977,220.89,38.9753453400944,1.3204191315779434,258.352,50.0,Neutral
2020-07-04,225.26,60882.28994,1233.260239999996,225.28,43.838317449884975,1.3204191315779434,258.352,50.0,Neutral
2020-07-05,222.23,69746.31975,-1261.589009999996,222.3,43.474010102656024,1.3204191315779434,258.352,50.0,Neutral
2020-07-06,242.34,137713.99269,4653.99430999998,242.29,50.93352192362092,1.3204191315779434,258.352,51.0,Greed
2020-07-07,237.83,96506.70511,-4315.63003,237.63,48.02614030408108,1.3204191315779434,258.352,49.0,Fear
2020-07-08,243.31,114603.48673,1585.5469299999968,243.16,57.04476792090085,1.3204191315779434,258.352,52.0,Greed
2020-07-09,238.13,115469.48625,-4263.290930000003,238.13,53.65538620511495,1.3204191315779434,258.352,53.0,Greed
2020-07-10,238.38,82400.94045,4382.698250000001,238.26,55.00990099009901,1.3204191315779434,258.352,59.0,Greed
2020-07-11,236.59,46642.73413,1381.0087100000019,236.58,65.95441595441599,1.3204191315779434,258.352,59.0,Greed
2020-07-12,237.42,62877.75601,-1741.4735899999941,237.37,62.77902751341066,1.3204191315779434,258.352,59.0,Greed
2020-07-13,232.19,121159.41214,-6069.7225400000025,232.17,55.81472291149711,1.3204191315779434,258.352,53.0,Greed
2020-07-14,230.12,80836.42813,-8339.904089999996,230.17,56.79178589463054,1.3204191315779434,258.352,61.0,Greed
2020-07-15,227.4,62972.02102,-5660.35296,227.43,53.05684071381363,1.3204191315779434,258.352,62.0,Greed
2020-07-16,224.21,86708.8202,-5099.717220000006,224.19,53.83970489604291,1.3204191315779434,258.352,62.0,Greed
2020-07-17,222.6,55534.17203,-2195.6916500000007,222.65,51.46911519198667,1.3204191315779434,258.352,63.0,Greed
2020-07-18,224.33,40614.60292,91.41800000000512,224.31,49.1516529648417,1.3204191315779434,258.352,63.0,Greed
2020-07-19,227.73,60296.56938,-2364.730080000001,227.71,54.696996006251084,1.3204191315779434,258.352,63.0,Greed
2020-07-20,222.76,51299.41373,-9455.936889999997,222.74,27.037820061075877,1.3204191315779434,258.352,65.0,Greed
2020-07-21,230.34,84436.48163,1796.2431100000103,230.31,41.952506596306065,1.3204191315779434,258.352,65.0,Greed
2020-07-22,239.8,94442.91567,2889.1189500000037,239.77,46.569520340012154,1.3204191315779434,258.352,65.0,Greed
2020-07-23,238.39,103466.54674,1861.0042799999937,238.36,50.251146538545555,1.3204191315779434,258.352,68.0,Greed
2020-07-24,235.03,84930.96483,-6920.5569699999905,235.09,46.76067852033518,1.3204191315779434,258.352,63.0,Greed
2020-07-25,251.22,170214.47421,-705.121049999987,251.09,61.47035573122529,1.3204191315779434,258.352,63.0,Greed
2020-07-26,247.45,156020.64078,-563.7007799999847,247.49,57.65970330003028,1.3204191315779434,258.352,63.0,Greed
2020-07-27,268.62,274806.43059,15981.301350000023,268.56,72.20798242402051,1.3204191315779434,258.352,65.0,Greed
2020-07-28,288.94,307746.91186,-3279.0265599999693,288.95,79.29625199362043,1.3204191315779434,258.352,63.0,Greed
2020-07-29,287.69,184409.18378,-8228.005000000005,287.79,80.56512051853355,1.3204191315779434,258.352,64.0,Greed
2020-07-30,291.62,188439.29175,4156.563869999984,291.6,83.93918034437623,1.3204191315779434,258.352,62.0,Greed
2020-07-31,300.5,157367.52645,-3928.6503700000176,300.65,86.51001685077702,1.3204191315779434,258.352,65.0,Greed
2020-08-01,319.39,224854.8837,5059.680540000001,319.38,88.36871418193562,1.3204191315779434,259.316,65.0,Greed
2020-08-02,284.1,430392.32288,-11493.021539999987,283.94,68.0305265183095,1.3204191315779434,259.316,65.0,Greed
2020-08-03,296.77,207048.17314,-8052.678259999986,296.74,72.59404005862238,1.3204191315779434,259.316,67.0,Greed
2020-08-04,288.07,153926.10948,-10506.499100000015,288.13,67.54247572815534,1.3204191315779434,259.316,67.0,Greed
2020-08-05,293.5,191543.19554,2283.931360000017,293.51,66.71851667496267,1.3204191315779434,259.316,70.0,Greed
2020-08-06,309.0,269135.29624,7942.787200000021,308.92,70.1923076923077,1.3204191315779434,259.316,73.0,Greed
2020-08-07,302.2,322693.60595,-9546.763029999973,302.21,68.83700044903458,1.3204191315779434,259.316,72.0,Greed
2020-08-08,305.33,160729.77705,-1350.9168700000155,305.26,66.39428606016585,1.3204191315779434,259.316,72.0,Greed
2020-08-09,299.94,141005.25536,-4791.798200000019,300.03,65.74562455046751,1.3204191315779434,259.316,72.0,Greed
2020-08-10,302.4,198749.83352,1646.3364600000205,302.41,61.42423219709753,1.3204191315779434,259.316,75.0,Extreme Greed
2020-08-11,281.83,232065.22636,-17596.12804000001,281.72,47.56483664533515,1.3204191315779434,259.316,71.0,Greed
2020-08-12,284.67,163517.54802,-5573.714099999983,284.61,48.94127047542949,1.3204191315779434,259.316,73.0,Greed
2020-08-13,295.75,176241.93325,3957.4701500000083,295.66,51.28954389531191,1.3204191315779434,259.316,72.0,Greed
2020-08-14,293.38,169930.75535,-2954.7034699999786,293.27,47.55240116741842,1.3204191315779434,259.316,72.0,Greed
2020-08-15,302.17,211183.74446,3035.2150800000236,302.24,43.92198581560285,1.3204191315779434,259.316,72.0,Greed
2020-08-16,308.23,216695.57322,-6183.704419999995,308.28,60.90501792114692,1.3204191315779434,259.316,72.0,Greed
2020-08-17,318.09,271033.8916,5963.851020000002,318.07,59.82134634865086,1.3204191315779434,259.316,71.0,Greed
2020-08-18,303.14,214416.37809,-8552.461030000006,303.2,56.56073138876795,1.3204191315779434,259.316,70.0,Greed
