Date,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,volume,net_order_flow,close,RSI,Inflation Rate,CPI,value,classification
2024-01-01,0.5602,0.7533,0.5582,0.7094,359712171.1,239189887.46967,916789.0,182808957.4,121572443.15735,359712171.1,5905743.699999988,0.7094,80.34902478369263,2.872366268806581,309.794,65.0,Greed
2024-01-02,0.7093,0.8,0.6865,0.7119,322722103.7,240969577.01353,1009722.0,168218444.0,125667138.8756,322722103.7,13714784.300000012,0.7118,78.44619591442819,2.872366268806581,309.794,71.0,Greed
2024-01-03,0.7119,0.8828,0.55,0.7831,524986143.9,400887285.9534,1750184.0,260219279.0,198960165.21998,524986143.9,-4547585.899999976,0.783,79.87685838714522,2.872366268806581,309.794,70.0,Greed
2024-01-04,0.7831,0.8695,0.7469,0.7718,315666191.1,251406725.53538,970238.0,158193412.1,126007694.20428,315666191.1,720633.0999999642,0.7718,79.6019155941335,2.872366268806581,309.794,68.0,Greed
2024-01-05,0.7718,0.786,0.6906,0.7181,240482352.3,175048712.67422,780038.0,121279015.8,88324689.75534,240482352.3,2075679.2999999821,0.7181,75.87731811697574,2.872366268806581,309.794,72.0,Greed
2024-01-06,0.7181,0.7193,0.63,0.6507,206126826.5,136029479.97893,571981.0,96757708.4,63870008.91888,206126826.5,-12611409.699999988,0.6508,68.48840309250866,2.872366268806581,309.794,70.0,Greed
2024-01-07,0.6507,0.7282,0.636,0.6771,233203715.1,158756858.51249,671769.0,114111114.5,77737866.61771,233203715.1,-4981486.099999994,0.6772,70.47619047619048,2.872366268806581,309.794,71.0,Greed
2024-01-08,0.677,0.7589,0.58,0.7455,292459524.5,194362270.97043,823843.0,143171665.7,95344222.81837,292459524.5,-6116193.100000024,0.7457,71.9056486654252,2.872366268806581,309.794,71.0,Greed
2024-01-09,0.7455,0.763,0.6618,0.6755,197656261.9,141384164.84653,544832.0,94489582.0,67625221.36017,197656261.9,-8677097.900000006,0.6754,61.27431779605693,2.872366268806581,309.794,76.0,Extreme Greed
2024-01-10,0.6755,0.828,0.6264,0.7408,224549392.5,154884940.62873,605562.0,114202981.8,78729298.78661,224549392.5,3856571.099999994,0.7409,69.63541666666667,2.872366268806581,309.794,73.0,Greed
2024-01-11,0.7409,0.8139,0.7037,0.7427,227185632.4,172007094.95044,668156.0,111888649.5,84717903.84031,227185632.4,-3408333.400000006,0.7427,69.04698699230157,2.872366268806581,309.794,76.0,Extreme Greed
2024-01-12,0.7426,0.7509,0.6407,0.6791,180724360.8,127534567.67393,541983.0,88638412.5,62570296.84891,180724360.8,-3447535.800000012,0.679,58.90088593576966,2.872366268806581,309.794,71.0,Greed
2024-01-13,0.6791,0.7305,0.6471,0.7236,133288850.2,93430994.48828,367640.0,64641354.6,45361436.1119,133288850.2,-4006140.9999999925,0.7236,59.13845306908891,2.872366268806581,309.794,64.0,Greed
2024-01-14,0.7236,0.7567,0.6888,0.693,115298562.3,83175938.40544,333534.0,53900813.8,38913091.20831,115298562.3,-7496934.700000003,0.693,59.14659325533379,2.872366268806581,309.794,60.0,Greed
2024-01-15,0.693,0.8106,0.6928,0.803,175732858.2,131524777.35309,497510.0,84339268.0,63207543.7207,175732858.2,-7054322.199999988,0.8028,56.79767103347889,2.872366268806581,309.794,52.0,Greed
2024-01-16,0.803,0.8652,0.76,0.7722,245150407.1,197601826.48187,705669.0,117816563.9,95013886.1634,245150407.1,-9517279.299999982,0.7722,54.22259507829977,2.872366268806581,309.794,64.0,Greed
2024-01-17,0.7721,0.8751,0.7701,0.8309,178653099.2,146561107.30255,522770.0,87131472.8,71513034.00066,178653099.2,-4390153.599999994,0.8308,53.40165101053231,2.872366268806581,309.794,60.0,Greed
2024-01-18,0.8306,0.8388,0.715,0.737,198033203.1,151959920.11065,484204.0,94657156.6,72612482.74764,198033203.1,-8718889.900000006,0.737,47.784004075394805,2.872366268806581,309.794,63.0,Greed
2024-01-19,0.737,0.7379,0.6535,0.7069,181132758.2,127396595.89934,413237.0,88367803.7,62179249.53371,181132758.2,-4397150.799999982,0.7068,49.258238151503214,2.872366268806581,309.794,51.0,Greed
2024-01-20,0.7068,0.7068,0.657,0.6767,89032404.6,60205303.54069,220374.0,42766301.6,28919998.86188,89032404.6,-3499801.399999991,0.6767,51.787439613526566,2.872366268806581,309.794,52.0,Greed
2024-01-21,0.6766,0.6955,0.6456,0.6501,67519198.3,45601041.02847,162971.0,32750933.9,22143310.14197,67519198.3,-2017330.5,0.6501,48.13026079757141,2.872366268806581,309.794,56.0,Greed
2024-01-22,0.65,0.6534,0.578,0.5974,172219310.9,104852831.31821,346063.0,84353523.3,51353217.94025,172219310.9,-3512264.300000012,0.5973,39.53455571227081,2.872366268806581,309.794,55.0,Greed
2024-01-23,0.5975,0.6466,0.5623,0.645,227018475.6,136060856.18939,453631.0,112677064.5,67542199.91976,227018475.6,-1664346.599999994,0.6449,47.77793967652631,2.872366268806581,309.794,50.0,Neutral
2024-01-24,0.645,0.6688,0.626,0.6505,165549536.7,107259094.61707,331548.0,83683688.4,54228088.03805,165549536.7,1817840.1000000238,0.6506,42.79329608938548,2.872366268806581,309.794,48.0,Fear
2024-01-25,0.6505,0.6505,0.5923,0.6038,113159758.7,69426892.26664,251182.0,55929190.1,34311529.32866,113159758.7,-1301378.5,0.6037,39.65157832042882,2.872366268806581,309.794,52.0,Greed
2024-01-26,0.6037,0.6819,0.5953,0.6703,123746989.4,79272490.48573,274208.0,59518594.8,38081968.09269,123746989.4,-4709799.800000012,0.6702,49.34756820877816,2.872366268806581,309.794,49.0,Fear
2024-01-27,0.6703,0.675,0.6328,0.6427,93409126.5,60370218.53273,181459.0,46690824.8,30179528.32789,93409126.5,-27476.90000000596,0.6427,43.84603681728282,2.872366268806581,309.794,55.0,Greed
2024-01-28,0.6427,0.6898,0.6374,0.6568,105145746.4,69625730.53389,251995.0,52464321.7,34756426.98184,105145746.4,-217103.0,0.6567,47.167160917746216,2.872366268806581,309.794,54.0,Greed
2024-01-29,0.6568,0.6985,0.64,0.6857,123369504.0,82633210.1964,286341.0,61772044.8,41388491.25121,123369504.0,174585.59999999404,0.6857,39.54277549562421,2.872366268806581,309.794,55.0,Greed
2024-01-30,0.6857,0.7546,0.6802,0.6964,208987200.8,151837887.11763,489548.0,106674416.6,77561290.51131,208987200.8,4361632.399999976,0.6963,42.9709205408409,2.872366268806581,309.794,61.0,Greed
2024-01-31,0.6964,0.7259,0.6436,0.6503,181488243.6,125112695.23749,438696.0,95026290.5,65485376.32761,181488243.6,8564337.400000006,0.6503,32.88450597382894,2.872366268806581,309.794,60.0,Greed
2024-02-01,0.6502,0.6601,0.6167,0.6427,135100959.1,85663809.8355,292343.0,68394322.2,43368913.48768,135100959.1,1687685.300000012,0.6427,39.3108138744049,2.872366268806581,311.022,63.0,Greed
2024-02-02,0.6428,0.6523,0.6258,0.6343,91189951.0,58111654.72685,175366.0,44031202.2,28066307.30525,91189951.0,-3127546.599999994,0.6343,41.35463868352014,2.872366268806581,311.022,63.0,Greed
2024-02-03,0.6344,0.6428,0.6031,0.6108,70009961.9,43231486.85146,134845.0,36257084.8,22379927.01577,70009961.9,2504207.699999988,0.6108,42.01599224618367,2.872366268806581,311.022,60.0,Greed
2024-02-04,0.6108,0.6208,0.5928,0.5953,57982095.2,35410681.13897,137652.0,28781901.6,17568495.62226,57982095.2,-418292.0,0.5953,43.17729083665339,2.872366268806581,311.022,60.0,Greed
2024-02-05,0.5953,0.648,0.5816,0.6111,96806712.1,59517237.7142,189823.0,48052104.8,29530679.8285,96806712.1,-702502.5,0.611,51.8792866941015,2.872366268806581,311.022,60.0,Greed
2024-02-06,0.6111,0.6171,0.5923,0.6003,68259063.7,41227102.61254,123365.0,32649294.3,19722385.38535,68259063.7,-2960475.100000005,0.6003,43.19291819291817,2.872366268806581,311.022,64.0,Greed
2024-02-07,0.6004,0.6394,0.5793,0.6245,82244756.1,49527556.37925,145021.0,39039761.5,23526586.5891,82244756.1,-4165233.099999994,0.6245,46.229413464316686,2.872366268806581,311.022,62.0,Greed
2024-02-08,0.6244,0.6591,0.6236,0.6377,105616163.7,67761772.60281,171379.0,48462861.6,31096491.7917,105616163.7,-8690440.5,0.6377,55.44174135723432,2.872366268806581,311.022,66.0,Greed
2024-02-09,0.6378,0.7224,0.6378,0.7021,118836544.7,80643647.38385,237944.0,57599932.4,39081589.22837,118836544.7,-3636679.900000006,0.7021,55.14018691588784,2.872366268806581,311.022,72.0,Greed
2024-02-10,0.702,0.7155,0.6715,0.6872,66538355.4,46042461.75475,138348.0,31398355.6,21716999.14009,66538355.4,-3741644.1999999955,0.6871,57.45466756212223,2.872366268806581,311.022,74.0,Greed
2024-02-11,0.6872,0.708,0.6649,0.6784,72567344.7,49788151.71735,141070.0,34539531.5,23698656.34192,72567344.7,-3488281.700000003,0.6784,53.709401709401725,2.872366268806581,311.022,71.0,Greed
2024-02-12,0.6784,0.7672,0.6587,0.7563,124770161.9,89214919.31084,274877.0,62232422.1,44448705.6005,124770161.9,-305317.700000003,0.7563,60.33977738722906,2.872366268806581,311.022,70.0,Greed
2024-02-13,0.7564,0.7778,0.715,0.7549,122427184.8,91042139.52197,265944.0,61034773.9,45404974.76166,122427184.8,-357637.0,0.7549,58.8199879590608,2.872366268806581,311.022,79.0,Extreme Greed
2024-02-14,0.755,0.9,0.7354,0.8805,188816275.7,158431264.2148,493306.0,94124234.0,79064530.72827,188816275.7,-567807.6999999881,0.8805,77.95046138902381,2.872366268806581,311.022,74.0,Greed
2024-02-15,0.8805,0.9939,0.8594,0.9295,213554069.9,199189260.87712,705370.0,106856591.3,99646221.94946,213554069.9,159112.69999998808,0.9297,81.64975738861932,2.872366268806581,311.022,72.0,Greed
2024-02-16,0.9296,1.03,0.905,0.9335,159986106.1,154308589.83482,508613.0,79426548.6,76711867.48313,159986106.1,-1133008.900000006,0.9335,83.33333333333336,2.872366268806581,311.022,72.0,Greed
2024-02-17,0.9338,0.9684,0.8927,0.907,87202780.6,81082360.70364,273970.0,44476280.2,41358794.4573,87202780.6,1749779.800000012,0.9069,82.7616729364904,2.872366268806581,311.022,76.0,Extreme Greed
2024-02-18,0.9069,1.0368,0.8857,0.9614,127949483.4,122448105.11413,399908.0,63696225.5,60967543.69905,127949483.4,-557032.400000006,0.9613,87.28606356968217,2.872366268806581,311.022,72.0,Greed
2024-02-19,0.9615,0.9804,0.9207,0.9278,91298190.8,87089813.58867,283360.0,49140160.8,46910380.24656,91298190.8,6982130.799999997,0.9277,81.1283664242186,2.872366268806581,311.022,75.0,Extreme Greed
2024-02-20,0.9278,0.9496,0.87,0.9332,124816549.3,113511265.91529,355447.0,62014566.4,56370537.42241,124816549.3,-787416.5,0.9333,83.06195393169183,2.872366268806581,311.022,72.0,Greed
2024-02-21,0.9333,0.9373,0.8269,0.8765,98439932.3,85390907.19085,259122.0,49056695.3,42465616.3284,98439932.3,-326541.700000003,0.8765,73.49869451697127,2.872366268806581,311.022,78.0,Extreme Greed
2024-02-22,0.8766,0.8887,0.8201,0.836,77008909.0,65699394.28822,231147.0,38254906.6,32650605.37301,77008909.0,-499095.799999997,0.836,67.59538598047914,2.872366268806581,311.022,74.0,Greed
2024-02-23,0.8363,0.8607,0.7753,0.7868,78278093.2,63359789.4776,210072.0,37834917.2,30619387.28714,78278093.2,-2608258.799999997,0.7868,57.72387379171987,2.872366268806581,311.022,76.0,Extreme Greed
2024-02-24,0.7869,0.8745,0.77,0.8608,74327042.1,61578474.6243,215126.0,39368410.8,32615307.43766,74327042.1,4409779.5,0.8608,64.30100444590812,2.872366268806581,311.022,72.0,Greed
2024-02-25,0.8609,0.8649,0.8171,0.8244,44876433.4,37439220.05324,135478.0,21988211.3,18347896.04884,44876433.4,-900010.799999997,0.8243,61.48638009762243,2.872366268806581,311.022,74.0,Greed
2024-02-26,0.8245,0.91,0.7878,0.8911,101437415.4,86425477.32819,293775.0,50661264.7,43228765.98011,101437415.4,-114886.0,0.8912,60.807562890562416,2.872366268806581,311.022,72.0,Greed
2024-02-27,0.8913,0.9377,0.863,0.8897,112517572.0,101102474.46415,325337.0,55472077.0,49856671.71062,112517572.0,-1573418.0,0.8897,60.79782121115027,2.872366268806581,311.022,79.0,Extreme Greed
