Date,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,volume,net_order_flow,close,RSI,Inflation Rate,CPI,value,classification
2021-01-16,3.2479,3.7081,3.2463,3.4247,8562549.63,29411668.953917,124687.0,4373093.87,15055993.841166,8562549.63,183638.1099999994,3.424,69.36829558998808,7.159457345112474,262.639,50.0,Neutral
2021-01-17,3.4251,3.9876,3.3,3.8268,8531899.81,31265663.121215,105174.0,4130508.62,15196205.708536,8531899.81,-270882.5700000003,3.824,69.53532479848269,7.159457345112474,262.639,50.0,Neutral
2021-01-18,3.8243,4.17,3.6167,3.7868,6226924.77,24245044.142963,78131.0,3026180.84,11790356.669874,6226924.77,-174563.08999999985,3.786,66.42984014209591,7.159457345112474,262.639,50.0,Neutral
2021-01-19,3.7873,4.0498,3.6,3.6287,4768719.77,18206626.785967,64919.0,2296602.21,8774318.879331,4768719.77,-175515.34999999963,3.629,69.46139559564872,7.159457345112474,262.639,50.0,Neutral
2021-01-20,3.6288,3.7413,3.34,3.7166,4801640.28,17069848.358915,74604.0,1932023.51,6889066.213538,4801640.28,-937593.2600000005,3.716,74.41540577716644,7.159457345112474,262.639,50.0,Neutral
2021-01-21,3.7199,3.7411,2.9717,2.9899,4385838.62,14737145.437248,60540.0,1969558.82,6631085.154938,4385838.62,-446720.97999999975,2.99,57.94819705434231,7.159457345112474,262.639,67.0,Greed
2021-01-22,2.9893,3.4992,2.5295,3.3352,6481502.65,20052814.354677,83968.0,3116221.55,9669577.997652,6481502.65,-249059.55000000075,3.335,51.66374781085813,7.159457345112474,262.639,67.0,Greed
2021-01-23,3.3302,3.6,3.3056,3.5079,2269454.7,7924853.012163,33884.0,1215667.11,4248640.731855,2269454.7,161879.52000000002,3.507,51.832460732984295,7.159457345112474,262.639,67.0,Greed
2021-01-24,3.5018,3.79,3.4781,3.6278,2457759.67,8934610.122345,32628.0,1200054.56,4371307.3444,2457759.67,-57650.549999999814,3.628,52.61802575107297,7.159457345112474,262.639,67.0,Greed
2021-01-25,3.6287,3.9928,3.4398,3.7038,6791542.33,24997969.213301,82263.0,3317737.42,12228221.988009,6791542.33,-156067.49000000022,3.704,59.324659231722435,7.159457345112474,262.639,64.0,Greed
2021-01-26,3.7036,4.097,3.6478,4.041,6618303.9,25778078.437092,75426.0,3482541.2,13582120.326558,6618303.9,346778.5,4.041,56.66666666666668,7.159457345112474,262.639,37.0,Fear
2021-01-27,4.0418,4.0422,3.5114,3.675,2491757.82,9309018.959412,38794.0,1151705.71,4306099.296048,2491757.82,-188346.3999999999,3.675,52.28380024360536,7.159457345112474,262.639,55.0,Greed
2021-01-28,3.664,3.96,3.6,3.81,2055425.01,7853439.524328,33822.0,1055600.91,4037852.524404,2055425.01,55776.80999999982,3.809,58.11616954474098,7.159457345112474,262.639,44.0,Fear
2021-01-29,3.8092,3.912,3.6,3.8293,2992168.86,11255370.836075,42872.0,1516015.16,5705753.913583,2992168.86,39861.45999999996,3.829,59.24635845471818,7.159457345112474,262.639,44.0,Fear
2021-01-30,3.8301,4.3179,3.7667,4.228,3944655.04,15975662.223064,61647.0,2127339.63,8615904.428315,3944655.04,310024.21999999974,4.228,61.90053285968028,7.159457345112474,262.639,44.0,Fear
2021-01-31,4.228,4.805,4.154,4.2525,5438870.48,24123927.24661,94648.0,2812948.97,12497054.911005,5438870.48,187027.45999999996,4.253,57.142857142857146,7.159457345112474,262.639,47.0,Fear
2021-02-01,4.2568,4.617,4.1075,4.6148,2097052.47,9013963.451821,43670.0,1011023.67,4351778.620009,2097052.47,-75005.12999999977,4.615,62.458671475804024,7.159457345112474,263.573,57.0,Greed
