Date,open,high,low,close,volume,price,market_cap,total_volume,sma20_ma,sma200_ma,ema50_ma,rsi14_rsi,macd_macd,macd_macd_signal,macd_macd_hist,stoch_slow_k,stoch_slow_d,atr14_atr,bbands20_upper_band,bbands20_middle_band,bbands20_lower_band,obv_obv,inflation rate,cpi,fear_greed_index,close_y,rsi,posts_created,posts_active,contributors_created,contributors_active,spam,interactions,sentiment,fear_greed_classification_Extreme Fear,fear_greed_classification_Extreme Greed,fear_greed_classification_Fear,fear_greed_classification_Greed,fear_greed_classification_Neutral
2017-08-17 00:00:00,-1.0061524692493027,-1.0038458337060951,-1.0007190099291678,-1.005579362145402,-0.8356156099988465,-1.006242568219367,-0.996480367864826,-1.126218514984318,-1.0412718579229037,-1.1708604587398135,-1.0711494322572006,1.1997098828482267,0.14379156004757995,0.09080249755168238,0.208962653528681,1.2300689244948069,1.3379961129404312,-0.8942333949107364,-1.0271187247482292,-1.0412718579229037,-1.0497700524794549,-1.5471753811609326,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0001528739952417,2.0963488309072464,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-18 00:00:00,-1.0051763035679588,-1.0084581101013372,-1.0118036844277347,-1.0128829236441064,-0.8305207029779272,-1.0140661199969743,-1.0029754515568277,-1.138256265029284,-1.0412718579229037,-1.1708604587398135,-1.0711494322572006,1.1997098828482267,0.14379156004757995,0.09080249755168238,0.208962653528681,1.2300689244948069,1.3379961129404312,-0.8942333949107364,-1.0271187247482292,-1.0412718579229037,-1.0497700524794549,-1.5471753811609326,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0143111626670325,1.3265735361583104,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-19 00:00:00,-1.0124855509217834,-1.0160256133851093,-1.0155597883909282,-1.0115764578019126,-0.8408251036428409,-1.0133415211479904,-1.0023543083292223,-1.1291987205638891,-1.038263000214173,-1.170058285183316,-1.0692957601000497,1.2386352866084547,0.13757892560041443,0.10099970851691244,0.15152462629368482,1.0235940565631203,1.2121032751810392,-0.8935204339108662,-1.0248059027669103,-1.038263000214173,-1.0459607005382787,-1.5428278770806774,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0120651798720388,1.1108505607851982,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-20 00:00:00,-1.011963964089506,-1.0149566929137785,-1.0078326316289772,-1.013795507187151,-0.8397453757658055,-1.0180540244277634,-1.0062756275352027,-1.1829965468127022,-1.0357237409208992,-1.1692871352421486,-1.0676949273253726,0.9475902195674264,0.12293501710277072,0.10606652085898938,0.08116946711233741,0.7667347061136037,1.0339273187538378,-0.9019037034744548,-1.023352291561447,-1.0357237409208992,-1.0421557668660013,-1.5459101312207826,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.014835252873888,0.959664881896229,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-21 00:00:00,-1.0141086331817804,-1.0186612577606113,-1.0129452827709469,-1.0167006474607287,-0.836917318295302,-1.0207826604298205,-1.0085427079482723,-1.1755263213145528,-1.0330354333326452,-1.1685430365440905,-1.0663028373856362,0.7200623254754736,0.10303885091642519,0.10592038944247924,0.009682416576811933,0.5425104947614745,0.7984444154164881,-0.9100510946793959,-1.0235121909417744,-1.0330354333326452,-1.0361154140560445,-1.550002072621581,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0192408345102217,0.6744208860778106,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-22 00:00:00,-1.016306246853382,-1.0192607281272537,-1.034600531698769,-1.0157087088269847,-0.8334563057685098,-1.01775684312564,-1.0060064914510858,-1.1434915153207585,-1.030124328912214,-1.167778861710066,-1.0647975266976957,0.8699290826072036,0.09014662053914614,0.10308224894513207,-0.027233965352876168,0.43387751564796057,0.5964712431924457,-0.8969885066978563,-1.0241237129071608,-1.030124328912214,-1.029055258592283,-1.5445027319267137,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.017108928132493,0.6767270648860563,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-23 00:00:00,-1.0153135359909984,-1.012740272747381,-1.0086251496782124,-1.0126498180651764,-0.8330226220202993,-1.015248782242,-1.0038948874537974,-1.1713873409293858,-1.027303415632081,-1.1670052274248437,-1.0632646064444309,0.9461371212723874,0.08007102416297969,0.09868503525177735,-0.04861419246818761,0.45591684514552194,0.4900184205675089,-0.9019733481744797,-1.0249694328824557,-1.027303415632081,-1.0219140181386626,-1.5410405596208214,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0119449036494874,0.8701938028597066,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-24 00:00:00,-1.010887700062872,-1.008451629340617,-1.0056158659803156,-1.0043010012311642,-0.835712936952082,-1.011188453102127,-1.000491472332299,-1.1767236646836883,-1.0242898033044816,-1.1661821382029747,-1.0614806389849865,1.2016968739121385,0.08011083348361958,0.09517566548819331,-0.03643883382044258,0.7589508673886983,0.5641474805533409,-0.902350862957837,-1.0253601216231536,-1.0242898033044816,-1.0148923125551428,-1.5380635225641999,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0071722935402139,0.8642489121987305,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,1.0,0.0,0.0,0.0,0.0
2017-08-25 00:00:00,-1.003896947444062,-1.0051209233778455,-0.9987413113909268,-1.0057612175615882,-0.8384043621725447,-1.0098405277064118,-0.9993541736016428,-1.1766086508853544,-1.021946655492622,-1.1653525510523828,-1.059703909543797,1.2502014940551145,0.07945120375993238,0.09222894458916055,-0.028723129013145984,0.9732207431051069,0.7488683748652939,-0.9087468968311645,-1.0243861268449983,-1.021946655492622,-1.0109461538317701,-1.5355390564494968,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0022240222811662,0.8254161794547559,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,0.0,0.0,1.0,0.0,0.0
2017-08-26 00:00:00,-1.005357059670818,-1.0086411915916902,-1.0002252199860513,-1.0034152826927836,-0.8427536317508909,-1.0129983105613536,-1.0019812973954991,-1.1899555264545603,-1.0195620991814003,-1.1645335159308006,-1.0580294745103505,1.188288416503753,0.0749415506908996,0.08891968826402116,-0.033694631037718484,1.1186148685212998,0.9758370336361307,-0.9170720092616729,-1.0244757121669517,-1.0195620991814003,-1.0056501797697635,-1.5377474327970335,-0.5291016627011667,-1.2661897651821592,-0.7436500802116062,-1.0037876131743315,0.5324416658413705,-0.7145587486265523,-0.5804516253440144,-0.7329859014649767,-0.6391961994153997,-0.5436604715861632,-0.5447704322158818,-1.1194318619764583,0.0,0.0,1.0,0.0,0.0
