Date,cg_market_cap,cg_volume,price,open,high,low,close,volume,value,classification,Inflation Rate,sentiment_votes_up_percentage,sentiment_votes_down_percentage,market_cap_rank,circulating_supply,total_supply,max_supply,circulating_total_ratio,price_to_circulating_supply
2018-10-05,0.0,31264.420429900205,1.0062418761688314,1.0062418761688314,1.0062418761688314,1.0062418761688314,1.0062418761688314,31264.420429900205,33.0,Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-06,0.0,20254.71225490974,1.0015295223068545,1.0015295223068545,1.0015295223068545,1.0015295223068545,1.0015295223068545,20254.71225490974,33.0,Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-07,0.0,49324.69066914409,1.0011765043127938,1.0011765043127938,1.0011765043127938,1.0011765043127938,1.0011765043127938,49324.69066914409,33.0,Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-08,0.0,47076.72814229494,1.001905911132403,1.001905911132403,1.001905911132403,1.001905911132403,1.001905911132403,47076.72814229494,28.0,Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-09,0.0,55542.21550910832,1.0019831097094631,1.0019831097094631,1.0019831097094631,1.0019831097094631,1.0019831097094631,55542.21550910832,23.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-10,0.0,41812.5021286073,1.0005908753691823,1.0005908753691823,1.0005908753691823,1.0005908753691823,1.0005908753691823,41812.5021286073,8.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-11,0.0,48789.483685295076,0.9977933708509774,0.9977933708509774,0.9977933708509774,0.9977933708509774,0.9977933708509774,48789.483685295076,5.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-12,0.0,101593.97537189744,1.0076602944652702,1.0076602944652702,1.0076602944652702,1.0076602944652702,1.0076602944652702,101593.97537189744,11.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-13,0.0,185015.91613545088,1.008262383169264,1.008262383169264,1.008262383169264,1.008262383169264,1.008262383169264,185015.91613545088,11.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-14,0.0,133806.38034900566,1.0137145808037764,1.0137145808037764,1.0137145808037764,1.0137145808037764,1.0137145808037764,133806.38034900566,11.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-15,0.0,114047.4710718572,1.0246151034767481,1.0246151034767481,1.0246151034767481,1.0246151034767481,1.0246151034767481,114047.4710718572,11.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-16,0.0,440176.7156372268,1.0378565115974134,1.0378565115974134,1.0378565115974134,1.0378565115974134,1.0378565115974134,440176.7156372268,13.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-17,24736312.470275804,579371.8867656252,1.038785121859443,1.038785121859443,1.038785121859443,1.038785121859443,1.038785121859443,579371.8867656252,14.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-18,24590235.09243715,1820012.2270029974,1.0334273839324508,1.0334273839324508,1.0334273839324508,1.0334273839324508,1.0334273839324508,1820012.2270029974,12.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-19,0.0,577029.8722863413,1.019065257484703,1.019065257484703,1.019065257484703,1.019065257484703,1.019065257484703,577029.8722863413,14.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
2018-10-20,0.0,182006.87148386173,1.0155311574843262,1.0155311574843262,1.0155311574843262,1.0155311574843262,1.0155311574843262,182006.87148386173,14.0,Extreme Fear,2.0023809043401064,60.0,40.0,7,59070732049.07186,59346871431.34148,,0.9953470271370736,0.9998938702999879
