date,cg_market_cap,cg_volume,price,open,high,low,close,volume,value,classification,inflation rate,sentiment_votes_up_percentage,sentiment_votes_down_percentage,market_cap_rank,circulating_supply,total_supply,max_supply
2023-11-28,0.0,446.5895389065023,5.746232090982729e-13,5.746232090982729e-13,5.746232090982729e-13,5.746232090982729e-13,5.746232090982729e-13,446.5895389065023,68.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-11-29,0.0,1735.8556144307706,6.343245613983571e-13,6.343245613983571e-13,6.343245613983571e-13,6.343245613983571e-13,6.343245613983571e-13,1735.8556144307706,72.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-11-30,0.0,1069.790552305579,6.839629124783889e-13,6.839629124783889e-13,6.839629124783889e-13,6.839629124783889e-13,6.839629124783889e-13,1069.790552305579,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-01,0.0,3033.819019981209,8.015369803934278e-13,8.015369803934278e-13,8.015369803934278e-13,8.015369803934278e-13,8.015369803934278e-13,3033.819019981209,71.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-02,0.0,1313.8661173947555,6.55130507793372e-13,6.55130507793372e-13,6.55130507793372e-13,6.55130507793372e-13,6.55130507793372e-13,1313.8661173947555,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-03,0.0,206.8987264406066,6.720288451776661e-13,6.720288451776661e-13,6.720288451776661e-13,6.720288451776661e-13,6.720288451776661e-13,206.8987264406066,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-04,0.0,235.89465989286487,6.974589790782288e-13,6.974589790782288e-13,6.974589790782288e-13,6.974589790782288e-13,6.974589790782288e-13,235.89465989286487,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-05,0.0,471.1813323328307,6.307931717889528e-13,6.307931717889528e-13,6.307931717889528e-13,6.307931717889528e-13,6.307931717889528e-13,471.1813323328307,75.0,Extreme Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-06,0.0,113.17141585126511,6.406386592835291e-13,6.406386592835291e-13,6.406386592835291e-13,6.406386592835291e-13,6.406386592835291e-13,113.17141585126511,72.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-07,0.0,37.966733030069996,6.299388880341132e-13,6.299388880341132e-13,6.299388880341132e-13,6.299388880341132e-13,6.299388880341132e-13,37.966733030069996,72.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-08,0.0,57.089406956379726,6.342327157600097e-13,6.342327157600097e-13,6.342327157600097e-13,6.342327157600097e-13,6.342327157600097e-13,57.089406956379726,72.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-09,0.0,726.2829532389977,5.831871010562031e-13,5.831871010562031e-13,5.831871010562031e-13,5.831871010562031e-13,5.831871010562031e-13,726.2829532389977,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-10,0.0,577.6122783835195,5.001798889068139e-13,5.001798889068139e-13,5.001798889068139e-13,5.001798889068139e-13,5.001798889068139e-13,577.6122783835195,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-11,0.0,195.62511230529572,5.231205074316692e-13,5.231205074316692e-13,5.231205074316692e-13,5.231205074316692e-13,5.231205074316692e-13,195.62511230529572,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-12,0.0,231.68670149521537,5.537722634250443e-13,5.537722634250443e-13,5.537722634250443e-13,5.537722634250443e-13,5.537722634250443e-13,231.68670149521537,67.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-13,0.0,481.03812467718586,6.498549346239046e-13,6.498549346239046e-13,6.498549346239046e-13,6.498549346239046e-13,6.498549346239046e-13,481.03812467718586,65.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-14,0.0,793.8530585541145,7.140411567087674e-13,7.140411567087674e-13,7.140411567087674e-13,7.140411567087674e-13,7.140411567087674e-13,793.8530585541145,72.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-15,0.0,649.6046874391332,6.788338199906116e-13,6.788338199906116e-13,6.788338199906116e-13,6.788338199906116e-13,6.788338199906116e-13,649.6046874391332,70.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-16,0.0,270.2469118848749,6.574532069431056e-13,6.574532069431056e-13,6.574532069431056e-13,6.574532069431056e-13,6.574532069431056e-13,270.2469118848749,67.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-17,0.0,226.84401876139364,6.49054785633286e-13,6.49054785633286e-13,6.49054785633286e-13,6.49054785633286e-13,6.49054785633286e-13,226.84401876139364,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-18,0.0,454.7373940044711,5.995038706895067e-13,5.995038706895067e-13,5.995038706895067e-13,5.995038706895067e-13,5.995038706895067e-13,454.7373940044711,65.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-19,0.0,803.1007320062732,5.123745031056567e-13,5.123745031056567e-13,5.123745031056567e-13,5.123745031056567e-13,5.123745031056567e-13,803.1007320062732,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-20,0.0,1487.2445542507712,5.233300603736309e-13,5.233300603736309e-13,5.233300603736309e-13,5.233300603736309e-13,5.233300603736309e-13,1487.2445542507712,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-21,0.0,526.8833399569,4.883565440525688e-13,4.883565440525688e-13,4.883565440525688e-13,4.883565440525688e-13,4.883565440525688e-13,526.8833399569,70.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-22,0.0,124.47896299911612,5.093080064833563e-13,5.093080064833563e-13,5.093080064833563e-13,5.093080064833563e-13,5.093080064833563e-13,124.47896299911612,74.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-23,0.0,318.5789459220592,5.151284308671138e-13,5.151284308671138e-13,5.151284308671138e-13,5.151284308671138e-13,5.151284308671138e-13,318.5789459220592,70.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-24,0.0,523.4199641944386,4.582952417242195e-13,4.582952417242195e-13,4.582952417242195e-13,4.582952417242195e-13,4.582952417242195e-13,523.4199641944386,71.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-25,0.0,236.76351384727772,4.471403636067014e-13,4.471403636067014e-13,4.471403636067014e-13,4.471403636067014e-13,4.471403636067014e-13,236.76351384727772,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-26,0.0,287.0651553108628,4.388254279906208e-13,4.388254279906208e-13,4.388254279906208e-13,4.388254279906208e-13,4.388254279906208e-13,287.0651553108628,71.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-27,0.0,68.88998167514065,4.818690421305418e-13,4.818690421305418e-13,4.818690421305418e-13,4.818690421305418e-13,4.818690421305418e-13,68.88998167514065,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-28,0.0,7.664857386164407,5.178887889203216e-13,5.178887889203216e-13,5.178887889203216e-13,5.178887889203216e-13,5.178887889203216e-13,7.664857386164407,73.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-29,0.0,3.4340614385496604,5.207753861592142e-13,5.207753861592142e-13,5.207753861592142e-13,5.207753861592142e-13,5.207753861592142e-13,3.4340614385496604,65.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-30,0.0,192.45681812219567,4.80516017777857e-13,4.80516017777857e-13,4.80516017777857e-13,4.80516017777857e-13,4.80516017777857e-13,192.45681812219567,68.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2023-12-31,0.0,41.41929009767398,4.886218208063235e-13,4.886218208063235e-13,4.886218208063235e-13,4.886218208063235e-13,4.886218208063235e-13,41.41929009767398,67.0,Greed,3.322200208829762,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-01,0.0,285.41386945436085,4.800332211113191e-13,4.800332211113191e-13,4.800332211113191e-13,4.800332211113191e-13,4.800332211113191e-13,285.41386945436085,65.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-02,0.0,153.72299822883537,4.79754353574879e-13,4.79754353574879e-13,4.79754353574879e-13,4.79754353574879e-13,4.79754353574879e-13,153.72299822883537,71.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-03,0.0,32.29916612317215,4.75056149110021e-13,4.75056149110021e-13,4.75056149110021e-13,4.75056149110021e-13,4.75056149110021e-13,32.29916612317215,70.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-04,0.0,138.20056100234112,4.639392788538688e-13,4.639392788538688e-13,4.639392788538688e-13,4.639392788538688e-13,4.639392788538688e-13,138.20056100234112,68.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-05,0.0,349.4194119830645,4.661347806773715e-13,4.661347806773715e-13,4.661347806773715e-13,4.661347806773715e-13,4.661347806773715e-13,349.4194119830645,72.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-06,0.0,296.11546462761703,4.462207176264476e-13,4.462207176264476e-13,4.462207176264476e-13,4.462207176264476e-13,4.462207176264476e-13,296.11546462761703,70.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-07,0.0,167.88094542618495,4.2714063837904843e-13,4.2714063837904843e-13,4.2714063837904843e-13,4.2714063837904843e-13,4.2714063837904843e-13,167.88094542618495,71.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-08,0.0,299.78566911502895,4.161143007474648e-13,4.161143007474648e-13,4.161143007474648e-13,4.161143007474648e-13,4.161143007474648e-13,299.78566911502895,71.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-09,0.0,72.86290695181702,4.207599483758937e-13,4.207599483758937e-13,4.207599483758937e-13,4.207599483758937e-13,4.207599483758937e-13,72.86290695181702,76.0,Extreme Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-10,0.0,120.92750610120257,4.0168340154371487e-13,4.0168340154371487e-13,4.0168340154371487e-13,4.0168340154371487e-13,4.0168340154371487e-13,120.92750610120257,73.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-11,0.0,208.10400990338874,3.8355493408919197e-13,3.8355493408919197e-13,3.8355493408919197e-13,3.8355493408919197e-13,3.8355493408919197e-13,208.10400990338874,76.0,Extreme Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-12,0.0,832.3437092329965,3.4432497394753993e-13,3.4432497394753993e-13,3.4432497394753993e-13,3.4432497394753993e-13,3.4432497394753993e-13,832.3437092329965,71.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-13,0.0,242.55848936362975,3.254938177992809e-13,3.254938177992809e-13,3.254938177992809e-13,3.254938177992809e-13,3.254938177992809e-13,242.55848936362975,64.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-14,0.0,216.8724527250751,3.2626915438729463e-13,3.2626915438729463e-13,3.2626915438729463e-13,3.2626915438729463e-13,3.2626915438729463e-13,216.8724527250751,60.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-15,0.0,195.30378860301167,3.014981505346777e-13,3.014981505346777e-13,3.014981505346777e-13,3.014981505346777e-13,3.014981505346777e-13,195.30378860301167,52.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
2024-01-16,0.0,46.99100108763793,3.166996624407442e-13,3.166996624407442e-13,3.166996624407442e-13,3.166996624407442e-13,3.166996624407442e-13,46.99100108763793,64.0,Greed,2.872366268806581,Unknown,Unknown,Unknown,0.0,1e+17,1e+17
